director_name,actor_1_name,actor_2_name,language,country,genres,movie_title,combined
John Ford,Lee Marvin,Cesar Romero,English,USA,Adventure Comedy Romance,donovan's reef,John Ford Lee Marvin Cesar Romero Adventure Comedy Romance donovan's reef
Alex van Warmerdam,Rijk de Gooyer,Ariane Schluter,Dutch,Netherlands,Comedy Drama,the dress,Alex van Warmerdam Rijk de Gooyer Ariane Schluter Comedy Drama the dress
Victor Fleming,Spencer Tracy,Esther Williams,English,USA,Drama Fantasy Romance War,a guy named joe,Victor Fleming Spencer Tracy Esther Williams Drama Fantasy Romance War a guy named joe
Mel Brooks,Madeline Kahn,David Huddleston,English,USA,Comedy Western,blazing saddles,Mel Brooks Madeline Kahn David Huddleston Comedy Western blazing saddles
Joseph Zito,Judie Aronson,Tom Everett,English,USA,Horror Thriller,friday the 13th: the final chapter,Joseph Zito Judie Aronson Tom Everett Horror Thriller friday the 13th: the final chapter
Pawel Pawlikowski,Joanna Kulig,Agata Trzebuchowska,Polish,Poland,Drama,ida,Pawel Pawlikowski Joanna Kulig Agata Trzebuchowska Drama ida
James Ivory,Rupert Graves,Denholm Elliott,English,UK,Drama Romance,maurice,James Ivory Rupert Graves Denholm Elliott Drama Romance maurice
Frank Sebastiano,Joe Lo Truglio,Laurie Metcalf,English,USA,Comedy Sport,beer league,Frank Sebastiano Joe Lo Truglio Laurie Metcalf Comedy Sport beer league
Rand Ravich,Johnny Depp,Charlize Theron,English,USA,Drama Sci-Fi Thriller,the astronaut's wife,Rand Ravich Johnny Depp Charlize Theron Drama Sci-Fi Thriller the astronaut's wife
Stacy Peralta,Gerry Lopez,Gabrielle Reece,English,USA,Documentary History Sport,riding giants,Stacy Peralta Gerry Lopez Gabrielle Reece Documentary History Sport riding giants
Nacho Vigalondo,Karra Elejalde,Nacho Vigalondo,Spanish,Spain,Horror Mystery Sci-Fi Thriller,timecrimes,Nacho Vigalondo Karra Elejalde Nacho Vigalondo Horror Mystery Sci-Fi Thriller timecrimes
Hao Ning,Jack Kao,Bo Huang,Mandarin,China,Action Adventure Comedy,silver medallist,Hao Ning Jack Kao Bo Huang Action Adventure Comedy silver medallist
Tony Giglio,Brianna Brown,Nick Searcy,English,USA,Horror Thriller,timber falls,Tony Giglio Brianna Brown Nick Searcy Horror Thriller timber falls
Stanley Donen,Rita Moreno,Debbie Reynolds,English,USA,Comedy Musical Romance,singin' in the rain,Stanley Donen Rita Moreno Debbie Reynolds Comedy Musical Romance singin' in the rain
Joe Cross,Joe Cross,Joel Fuhrman,English,Australia,Documentary,"fat, sick & nearly dead","Joe Cross Joe Cross Joel Fuhrman Documentary fat, sick & nearly dead"
Michael Tiddes,Essence Atkins,Alanna Ubach,English,USA,Comedy Fantasy,a haunted house,Michael Tiddes Essence Atkins Alanna Ubach Comedy Fantasy a haunted house
Dinesh D'Souza,Barack Obama,Zackary Steven Graham,English,USA,Documentary,2016: obama's america,Dinesh D'Souza Barack Obama Zackary Steven Graham Documentary 2016: obama's america
Rob Zombie,Scout Taylor-Compton,Tyler Mane,English,USA,Horror,halloween ii,Rob Zombie Scout Taylor-Compton Tyler Mane Horror halloween ii
Tom Hanks,Tom Hanks,Charlize Theron,English,USA,Comedy Drama Music,that thing you do!,Tom Hanks Tom Hanks Charlize Theron Comedy Drama Music that thing you do!
Tommy Lee Wallace,Tom Atkins,Dan O'Herlihy,English,USA,Horror Mystery Sci-Fi,halloween iii: season of the witch,Tommy Lee Wallace Tom Atkins Dan O'Herlihy Horror Mystery Sci-Fi halloween iii: season of the witch
Don Taylor,Roddy McDowall,M. Emmet Walsh,English,USA,Action Sci-Fi,escape from the planet of the apes,Don Taylor Roddy McDowall M. Emmet Walsh Action Sci-Fi escape from the planet of the apes
Martin Ritt,Patricia Neal,Melvyn Douglas,English,USA,Drama,hud,Martin Ritt Patricia Neal Melvyn Douglas Drama hud
Leslie Small,David Jason Perez,La'Princess Jackson,English,USA,Comedy Documentary,kevin hart: let me explain,Leslie Small David Jason Perez La'Princess Jackson Comedy Documentary kevin hart: let me explain
Gus Van Sant,Keanu Reeves,Udo Kier,English,USA,Drama,my own private idaho,Gus Van Sant Keanu Reeves Udo Kier Drama my own private idaho
Zach Braff,Armando Riesco,Michael Weston,English,USA,Comedy Drama Romance,garden state,Zach Braff Armando Riesco Michael Weston Comedy Drama Romance garden state
Richard Linklater,Hanno Pöschl,Hans Weingartner,English,USA,Drama Romance,before sunrise,Richard Linklater Hanno Pöschl Hans Weingartner Drama Romance before sunrise
Éric Tessier,Patrick Huard,Michel Côté,French,Canada,Action Drama Horror Thriller,sur le seuil,Éric Tessier Patrick Huard Michel Côté Action Drama Horror Thriller sur le seuil
Alison Maclean,Billy Crudup,Samantha Morton,English,USA,Drama,jesus' son,Alison Maclean Billy Crudup Samantha Morton Drama jesus' son
Alice Wu,Joan Chen,Ato Essandoh,English,USA,Comedy Drama Romance,saving face,Alice Wu Joan Chen Ato Essandoh Comedy Drama Romance saving face
Sarah Gavron,Satish Kaushik,Christopher Simpson,English,UK,Drama,brick lane,Sarah Gavron Satish Kaushik Christopher Simpson Drama brick lane
Jake Schreier,Frank Langella,Joshua Ormond,English,USA,Comedy Crime Drama Sci-Fi,robot & frank,Jake Schreier Frank Langella Joshua Ormond Comedy Crime Drama Sci-Fi robot & frank
Isabel Coixet,Sarah Polley,Julian Richings,English,Spain,Drama Romance,my life without me,Isabel Coixet Sarah Polley Julian Richings Drama Romance my life without me
James Ponsoldt,Shailene Woodley,Jennifer Jason Leigh,English,USA,Comedy Drama Romance,the spectacular now,James Ponsoldt Shailene Woodley Jennifer Jason Leigh Comedy Drama Romance the spectacular now
Randall Miller,William Hurt,Elden Henson,English,USA,Comedy Family Musical Romance Short,marilyn hotchkiss' ballroom dancing and charm school,Randall Miller William Hurt Elden Henson Comedy Family Musical Romance Short marilyn hotchkiss' ballroom dancing and charm school
Larry Charles,Bill Maher,Tal Bachman,English,USA,Comedy Documentary War,religulous,Larry Charles Bill Maher Tal Bachman Comedy Documentary War religulous
Joshua Tickell,Larry David,Sheryl Crow,English,USA,Documentary,fuel,Joshua Tickell Larry David Sheryl Crow Documentary fuel
Tim Boxell,Bruce McGill,Diana Scarwid,English,USA,Drama,valley of the heart's delight,Tim Boxell Bruce McGill Diana Scarwid Drama valley of the heart's delight
Rawson Marshall Thurber,Gary Cole,Stephen Root,English,USA,Comedy Sport,dodgeball: a true underdog story,Rawson Marshall Thurber Gary Cole Stephen Root Comedy Sport dodgeball: a true underdog story
Michael D. Sellers,Katharine Ross,Carly Schroeder,English,USA,Comedy Drama Family,eye of the dolphin,Michael D. Sellers Katharine Ross Carly Schroeder Comedy Drama Family eye of the dolphin
Reed Cowan,Dustin Lance Black,Emily Pearson,English,USA,Documentary,8: the mormon proposition,Reed Cowan Dustin Lance Black Emily Pearson Documentary 8: the mormon proposition
James Dodson,Larry Miller,Anupam Kher,English,UK,Comedy Drama Romance,the other end of the line,James Dodson Larry Miller Anupam Kher Comedy Drama Romance the other end of the line
Stefan Ruzowitzky,Benno Fürmann,Rüdiger Vogler,German,Germany,Horror Thriller,anatomy,Stefan Ruzowitzky Benno Fürmann Rüdiger Vogler Horror Thriller anatomy
Alex Rivera,Leonor Varela,Jacob Vargas,Spanish,USA,Drama Romance Sci-Fi Thriller,sleep dealer,Alex Rivera Leonor Varela Jacob Vargas Drama Romance Sci-Fi Thriller sleep dealer
James Gunn,Linda Cardellini,Rainn Wilson,English,USA,Comedy Crime Drama,super,James Gunn Linda Cardellini Rainn Wilson Comedy Crime Drama super
John Murlowski,Ashley Scott,Piper Mackenzie Harris,English,USA,Comedy Drama Family Romance,christmas mail,John Murlowski Ashley Scott Piper Mackenzie Harris Comedy Drama Family Romance christmas mail
Benni Diez,Clifton Collins Jr.,Cecilia Pillado,English,Germany,Comedy Horror,stung,Benni Diez Clifton Collins Jr. Cecilia Pillado Comedy Horror stung
Danny Perez,Natasha Lyonne,Emmanuel Kabongo,English,USA,Horror,antibirth,Danny Perez Natasha Lyonne Emmanuel Kabongo Horror antibirth
Spike Lee,Bernie Mac,Harry Lennix,English,USA,Drama History,get on the bus,Spike Lee Bernie Mac Harry Lennix Drama History get on the bus
Robby Henson,Marc Blucas,Max Ryan,English,Poland,Drama Horror Mystery Thriller,thr3e,Robby Henson Marc Blucas Max Ryan Drama Horror Mystery Thriller thr3e
Mike Judge,Anthony 'Citric' Campos,Patrick Fischler,English,USA,Adventure Comedy Sci-Fi,idiocracy,Mike Judge Anthony 'Citric' Campos Patrick Fischler Adventure Comedy Sci-Fi idiocracy
Zackary Adler,Simon Merrells,Kevin Leslie,English,UK,Crime Drama,the rise of the krays,Zackary Adler Simon Merrells Kevin Leslie Crime Drama the rise of the krays
Shane Meadows,Stephen Graham,Joseph Gilgun,English,UK,Crime Drama,this is england,Shane Meadows Stephen Graham Joseph Gilgun Crime Drama this is england
Dominic Burns,Julian Glover,Sean Pertwee,English,UK,Comedy Sci-Fi,alien uprising,Dominic Burns Julian Glover Sean Pertwee Comedy Sci-Fi alien uprising
George Sidney,Esther Williams,Basil Rathbone,English,USA,Comedy Musical,bathing beauty,George Sidney Esther Williams Basil Rathbone Comedy Musical bathing beauty
Carmen Marron,Jossara Jinaro,Aimee Garcia,English,USA,Drama Musical,go for it!,Carmen Marron Jossara Jinaro Aimee Garcia Drama Musical go for it!
Tim McCanlies,Ethan Embry,Michael O'Neill,English,USA,Comedy Drama Family,"dancer, texas pop. 81","Tim McCanlies Ethan Embry Michael O'Neill Comedy Drama Family dancer, texas pop. 81"
George Sidney,Agnes Moorehead,Ava Gardner,English,USA,Drama Family Musical Romance,show boat,George Sidney Agnes Moorehead Ava Gardner Drama Family Musical Romance show boat
Mario Van Peebles,Tom Skerritt,Cinda McCain,English,USA,Drama,redemption road,Mario Van Peebles Tom Skerritt Cinda McCain Drama redemption road
Jerry Rees,Jon Lovitz,Phil Hartman,English,USA,Adventure Animation Comedy Family Fantasy Musical,the brave little toaster,Jerry Rees Jon Lovitz Phil Hartman Adventure Animation Comedy Family Fantasy Musical the brave little toaster
James Algar,Leopold Stokowski,Deems Taylor,English,USA,Animation Family Fantasy Music,fantasia,James Algar Leopold Stokowski Deems Taylor Animation Family Fantasy Music fantasia
William Friedkin,Roy Scheider,Fernando Rey,English,USA,Action Crime Drama Thriller,the french connection,William Friedkin Roy Scheider Fernando Rey Action Crime Drama Thriller the french connection
Jaco Booyens,Nicole Smolen,Sebastian Aguilar,English,USA,Drama Thriller,8 days,Jaco Booyens Nicole Smolen Sebastian Aguilar Drama Thriller 8 days
Steve Miner,Richard Brooker,Dana Kimmell,English,USA,Horror Thriller,friday the 13th part iii,Steve Miner Richard Brooker Dana Kimmell Horror Thriller friday the 13th part iii
Danny Steinmann,Tiffany Helm,Melanie Kinnaman,English,USA,Horror Mystery Thriller,friday the 13th: a new beginning,Danny Steinmann Tiffany Helm Melanie Kinnaman Horror Mystery Thriller friday the 13th: a new beginning
Michael Landon Jr.,Henry Thomas,Louise Fletcher,English,USA,Drama,the last sin eater,Michael Landon Jr. Henry Thomas Louise Fletcher Drama the last sin eater
Jon Gunn,Alexa PenaVega,Delroy Lindo,English,USA,Drama,do you believe?,Jon Gunn Alexa PenaVega Delroy Lindo Drama do you believe?
Hayley Cloake,Brian Austin Green,Kayla Ewell,English,USA,Thriller,impact point,Hayley Cloake Brian Austin Green Kayla Ewell Thriller impact point
Tay Garnett,Jessica Tandy,Greer Garson,English,USA,Drama,the valley of decision,Tay Garnett Jessica Tandy Greer Garson Drama the valley of decision
Shyam Madiraju,Jessica Lowndes,Ethan Peck,English,Spain,Drama Thriller,eden,Shyam Madiraju Jessica Lowndes Ethan Peck Drama Thriller eden
Harmage Singh Kalirai,Saeed Jaffrey,Zohra Segal,English,UK,Comedy Drama Romance,chicken tikka masala,Harmage Singh Kalirai Saeed Jaffrey Zohra Segal Comedy Drama Romance chicken tikka masala
Rita Merson,Ryan Guzman,James Wolk,English,USA,Comedy Music Romance,always woodstock,Rita Merson Ryan Guzman James Wolk Comedy Music Romance always woodstock
Jon Knautz,Rachel Skarsten,Daniel Kash,English,Canada,Action Comedy Horror,jack brooks: monster slayer,Jon Knautz Rachel Skarsten Daniel Kash Action Comedy Horror jack brooks: monster slayer
William Wyler,Myrna Loy,Teresa Wright,English,USA,Drama Romance War,the best years of our lives,William Wyler Myrna Loy Teresa Wright Drama Romance War the best years of our lives
Larry Clark,Kelli Garner,Nick Stahl,English,USA,Biography Crime Drama,bully,Larry Clark Kelli Garner Nick Stahl Biography Crime Drama bully
Petter Næss,Jørgen Langhelle,Per Christian Ellefsen,Norwegian,Norway,Comedy Drama,elling,Petter Næss Jørgen Langhelle Per Christian Ellefsen Comedy Drama elling
Robert Fontaine,Michael Derek,Arturo Castro,English,USA,Crime Drama,mi america,Robert Fontaine Michael Derek Arturo Castro Crime Drama mi america
Jaume Balagueró,Manuela Velasco,Pablo Rosso,Spanish,Spain,Horror,[rec],Jaume Balagueró Manuela Velasco Pablo Rosso Horror [rec]
Patricia Cardoso,Rosie Perez,Martha Higareda,English,USA,Drama,lies in plain sight,Patricia Cardoso Rosie Perez Martha Higareda Drama lies in plain sight
Dan Perri,Travis Myers,David Proval,English,USA,Comedy Drama Mystery Romance Thriller,sharkskin,Dan Perri Travis Myers David Proval Comedy Drama Mystery Romance Thriller sharkskin
Neil Mcenery-West,Walter Hendrix III,Michael Chapman,English,UK,Horror Sci-Fi Thriller,containment,Neil Mcenery-West Walter Hendrix III Michael Chapman Horror Sci-Fi Thriller containment
Anthony O'Brien,James Ransone,Maria Doyle Kennedy,English,USA,Adventure Drama Western,the timber,Anthony O'Brien James Ransone Maria Doyle Kennedy Adventure Drama Western the timber
Terence Young,Robert Shaw,Daniela Bianchi,English,UK,Action Adventure Thriller,from russia with love,Terence Young Robert Shaw Daniela Bianchi Action Adventure Thriller from russia with love
Michael Herz,Phoebe Legere,Jessica Dublin,English,USA,Action Comedy Horror Sci-Fi,the toxic avenger part ii,Michael Herz Phoebe Legere Jessica Dublin Action Comedy Horror Sci-Fi the toxic avenger part ii
unknown,Carroll O'Connor,Alan Autry,English,USA,Crime Drama Mystery,in the heat of the night            ,unknown Carroll O'Connor Alan Autry Crime Drama Mystery in the heat of the night            
Woody Allen,Woody Allen,John Beck,English,USA,Comedy Sci-Fi,sleeper,Woody Allen Woody Allen John Beck Comedy Sci-Fi sleeper
David Robert Mitchell,Maika Monroe,Ruby Harris,English,USA,Horror Mystery,it follows,David Robert Mitchell Maika Monroe Ruby Harris Horror Mystery it follows
Woody Allen,Woody Allen,John Carradine,English,USA,Comedy,everything you always wanted to know about sex * but were afraid to ask,Woody Allen Woody Allen John Carradine Comedy everything you always wanted to know about sex * but were afraid to ask
Robert Mulligan,Robert Duvall,Brock Peters,English,USA,Crime Drama,to kill a mockingbird,Robert Mulligan Robert Duvall Brock Peters Crime Drama to kill a mockingbird
George Miller,Vernon Wells,Bruce Spence,English,Australia,Action Adventure Sci-Fi Thriller,mad max 2: the road warrior,George Miller Vernon Wells Bruce Spence Action Adventure Sci-Fi Thriller mad max 2: the road warrior
Chia-Liang Liu,Andy Lau,Anita Mui,Cantonese,Hong Kong,Action Comedy,the legend of drunken master,Chia-Liang Liu Andy Lau Anita Mui Action Comedy the legend of drunken master
Stanley Kubrick,James Mason,Shelley Winters,English,UK,Crime Drama Romance,lolita,Stanley Kubrick James Mason Shelley Winters Crime Drama Romance lolita
Kimberly Peirce,Alicia Goranson,Brendan Sexton III,English,USA,Biography Crime Drama Romance,boys don't cry,Kimberly Peirce Alicia Goranson Brendan Sexton III Biography Crime Drama Romance boys don't cry
Chris Kentis,Eric Sheffer Stevens,Julia Taylor Ross,English,France,Drama Horror Mystery Thriller,silent house,Chris Kentis Eric Sheffer Stevens Julia Taylor Ross Drama Horror Mystery Thriller silent house
Florian Henckel von Donnersmarck,Sebastian Koch,Ulrich Mühe,German,Germany,Drama Thriller,the lives of others,Florian Henckel von Donnersmarck Sebastian Koch Ulrich Mühe Drama Thriller the lives of others
Alex Kendrick,Ben Davies,Alex Kendrick,English,USA,Drama,courageous,Alex Kendrick Ben Davies Alex Kendrick Drama courageous
Robert Rossen,George C. Scott,Jackie Gleason,English,USA,Drama Sport,the hustler,Robert Rossen George C. Scott Jackie Gleason Drama Sport the hustler
Jack Conway,Hedy Lamarr,Spencer Tracy,English,USA,Adventure Drama Romance Western,boom town,Jack Conway Hedy Lamarr Spencer Tracy Adventure Drama Romance Western boom town
Sylvain Chomet,Michel Robin,Charles Linton,French,France,Animation Comedy Drama,the triplets of belleville,Sylvain Chomet Michel Robin Charles Linton Animation Comedy Drama the triplets of belleville
Chris Eyre,Michael Greyeyes,Irene Bedard,English,Canada,Comedy Drama,smoke signals,Chris Eyre Michael Greyeyes Irene Bedard Comedy Drama smoke signals
Shari Springer Berman,Josh Hutcherson,James Urbaniak,English,USA,Biography Comedy Drama,american splendor,Shari Springer Berman Josh Hutcherson James Urbaniak Biography Comedy Drama american splendor
Richard Linklater,Vernon Dobtcheff,Albert Delpy,English,USA,Drama Romance,before sunset,Richard Linklater Vernon Dobtcheff Albert Delpy Drama Romance before sunset
Alejandro G. Iñárritu,Adriana Barraza,Jorge Salinas,Spanish,Mexico,Drama Thriller,amores perros,Alejandro G. Iñárritu Adriana Barraza Jorge Salinas Drama Thriller amores perros
Catherine Hardwicke,Holly Hunter,Sarah Clarke,English,USA,Drama,thirteen,Catherine Hardwicke Holly Hunter Sarah Clarke Drama thirteen
Elia Kazan,Dean Stockwell,Celeste Holm,English,USA,Drama Romance,gentleman's agreement,Elia Kazan Dean Stockwell Celeste Holm Drama Romance gentleman's agreement
Debra Granik,Jennifer Lawrence,Shelley Waggener,English,USA,Drama,winter's bone,Debra Granik Jennifer Lawrence Shelley Waggener Drama winter's bone
Kevin Macdonald,Nicholas Aaron,Brendan Mackey,English,UK,Adventure Documentary Drama Sport,touching the void,Kevin Macdonald Nicholas Aaron Brendan Mackey Adventure Documentary Drama Sport touching the void
Henry King,Tyrone Power,Don Ameche,English,USA,Drama Musical Romance,alexander's ragtime band,Henry King Tyrone Power Don Ameche Drama Musical Romance alexander's ragtime band
Miranda July,Najarra Townsend,Brad William Henke,English,USA,Comedy Drama,me and you and everyone we know,Miranda July Najarra Townsend Brad William Henke Comedy Drama me and you and everyone we know
Charles Ferguson,Matt Damon,George W. Bush,English,USA,Crime Documentary,inside job,Charles Ferguson Matt Damon George W. Bush Crime Documentary inside job
Max Joseph,Vanessa Lengies,Emily Ratajkowski,English,UK,Drama Music Romance,we are your friends,Max Joseph Vanessa Lengies Emily Ratajkowski Drama Music Romance we are your friends
Jim Jarmusch,Henry Silva,Gano Grills,English,France,Action Crime Drama Thriller,ghost dog: the way of the samurai,Jim Jarmusch Henry Silva Gano Grills Action Crime Drama Thriller ghost dog: the way of the samurai
David Ayer,J.K. Simmons,Christian Bale,English,USA,Action Crime Drama Thriller,harsh times,David Ayer J.K. Simmons Christian Bale Action Crime Drama Thriller harsh times
Jerry Jameson,David Oyelowo,Leonor Varela,English,USA,Crime Drama Thriller,captive,Jerry Jameson David Oyelowo Leonor Varela Crime Drama Thriller captive
Steven Soderbergh,Julia Roberts,Enrico Colantoni,English,USA,Comedy Romance,full frontal,Steven Soderbergh Julia Roberts Enrico Colantoni Comedy Romance full frontal
Kevin Tenney,Kathleen Wilhoite,Tawny Kitaen,English,UK,Horror Mystery Thriller,witchboard,Kevin Tenney Kathleen Wilhoite Tawny Kitaen Horror Mystery Thriller witchboard
unknown,Stephen Colbert,Amy Sedaris,English,USA,Comedy,strangers with candy            ,unknown Stephen Colbert Amy Sedaris Comedy strangers with candy            
Kenneth Branagh,Julie Christie,Brian Blessed,English,UK,Drama,hamlet,Kenneth Branagh Julie Christie Brian Blessed Drama hamlet
John Cameron Mitchell,Sook-Yin Lee,Peter Stickles,English,USA,Comedy Drama Romance,shortbus,John Cameron Mitchell Sook-Yin Lee Peter Stickles Comedy Drama Romance shortbus
Ari Folman,Ari Folman,Ronny Dayag,Hebrew,Israel,Animation Biography Documentary Drama History War,waltz with bashir,Ari Folman Ari Folman Ronny Dayag Animation Biography Documentary Drama History War waltz with bashir
Gary Rogers,Noah Danby,Kirby Heyborne,English,USA,Adventure,"the book of mormon movie, volume 1: the journey","Gary Rogers Noah Danby Kirby Heyborne Adventure the book of mormon movie, volume 1: the journey"
Charles Ferguson,Campbell Scott,Dick Cheney,English,USA,Documentary War,no end in sight,Charles Ferguson Campbell Scott Dick Cheney Documentary War no end in sight
Marielle Heller,Alexander Skarsgård,David Fine,English,USA,Drama Romance,the diary of a teenage girl,Marielle Heller Alexander Skarsgård David Fine Drama Romance the diary of a teenage girl
unknown,Anne Hathaway,Jon Tenney,English,USA,Comedy Drama Romance,get real            ,unknown Anne Hathaway Jon Tenney Comedy Drama Romance get real            
David Sington,John F. Kennedy,Buzz Aldrin,English,UK,Documentary History,in the shadow of the moon,David Sington John F. Kennedy Buzz Aldrin Documentary History in the shadow of the moon
Kelly Reichardt,Bruce Greenwood,Zoe Kazan,English,USA,Drama Western,meek's cutoff,Kelly Reichardt Bruce Greenwood Zoe Kazan Drama Western meek's cutoff
Fenton Bailey,Hugh M. Hefner,Bill Maher,English,USA,Biography Documentary History,inside deep throat,Fenton Bailey Hugh M. Hefner Bill Maher Biography Documentary History inside deep throat
Bob Giraldi,Danny Aiello,Manny Perez,English,USA,Crime Drama Romance,dinner rush,Bob Giraldi Danny Aiello Manny Perez Crime Drama Romance dinner rush
Jill Sprecher,Alanna Ubach,Bob Balaban,English,UK,Comedy Drama,clockwatchers,Jill Sprecher Alanna Ubach Bob Balaban Comedy Drama clockwatchers
Huck Botko,Matt Bennett,Krysta Rodriguez,English,USA,Comedy,the virginity hit,Huck Botko Matt Bennett Krysta Rodriguez Comedy the virginity hit
Luc Besson,Christopher Lambert,Isabelle Adjani,French,France,Comedy Drama Thriller,subway,Luc Besson Christopher Lambert Isabelle Adjani Comedy Drama Thriller subway
David Duchovny,Robin Williams,Mark Margolis,English,USA,Comedy Drama,house of d,David Duchovny Robin Williams Mark Margolis Comedy Drama house of d
Mitchell Lichtenstein,Jess Weixler,Nathan Parsons,English,USA,Comedy Fantasy Horror Thriller,teeth,Mitchell Lichtenstein Jess Weixler Nathan Parsons Comedy Fantasy Horror Thriller teeth
Lance Mungia,Jeffrey Falcon,Stephane Gauger,English,USA,Action Adventure Comedy Drama Music Sci-Fi,six-string samurai,Lance Mungia Jeffrey Falcon Stephane Gauger Action Adventure Comedy Drama Music Sci-Fi six-string samurai
Kundan Shah,Karisma Kapoor,Bobby Deol,Hindi,India,Action Comedy Romance Thriller,hum to mohabbat karega,Kundan Shah Karisma Kapoor Bobby Deol Action Comedy Romance Thriller hum to mohabbat karega
Michael Dowse,Paul Kaye,Neil Maskell,English,UK,Biography Comedy Drama Music,it's all gone pete tong,Michael Dowse Paul Kaye Neil Maskell Biography Comedy Drama Music it's all gone pete tong
Hue Rhodes,Peter Dinklage,Steve Buscemi,English,USA,Comedy Drama,saint john of las vegas,Hue Rhodes Peter Dinklage Steve Buscemi Comedy Drama saint john of las vegas
Shane Meadows,Bob Hoskins,Annette Badland,English,UK,Comedy Drama Romance Sport,24 7: twenty four seven,Shane Meadows Bob Hoskins Annette Badland Comedy Drama Romance Sport 24 7: twenty four seven
Roland Emmerich,Jeremy Irvine,Caleb Landry Jones,English,USA,Drama,stonewall,Roland Emmerich Jeremy Irvine Caleb Landry Jones Drama stonewall
unknown,Joe Morton,Colin Ferguson,English,USA,Comedy Drama Sci-Fi,eureka            ,unknown Joe Morton Colin Ferguson Comedy Drama Sci-Fi eureka            
Jugal Hansraj,Saif Ali Khan,Sanjay Mishra,Hindi,India,Animation Comedy Family Romance,roadside romeo,Jugal Hansraj Saif Ali Khan Sanjay Mishra Animation Comedy Family Romance roadside romeo
Danny Provenzano,Vincent Pastore,Frank Vincent,English,USA,Crime Drama,this thing of ours,Danny Provenzano Vincent Pastore Frank Vincent Crime Drama this thing of ours
Bill Muir,Alex Kendrick,Jansen Panettiere,English,Thailand,Adventure Family Fantasy,the lost medallion: the adventures of billy stone,Bill Muir Alex Kendrick Jansen Panettiere Adventure Family Fantasy the lost medallion: the adventures of billy stone
Richard LaGravenese,Anna Kendrick,Jeremy Jordan,English,USA,Comedy Drama Musical Romance,the last five years,Richard LaGravenese Anna Kendrick Jeremy Jordan Comedy Drama Musical Romance the last five years
Noah Buschel,Merritt Wever,Amy Ryan,English,USA,Drama,the missing person,Noah Buschel Merritt Wever Amy Ryan Drama the missing person
Brian Yuzna,Melinda Clarke,Kent McCord,English,USA,Horror Romance Sci-Fi,return of the living dead iii,Brian Yuzna Melinda Clarke Kent McCord Horror Romance Sci-Fi return of the living dead iii
Hunter Richards,Jason Statham,Chris Evans,English,UK,Drama Romance,london,Hunter Richards Jason Statham Chris Evans Drama Romance london
Laurie Collyer,Brad William Henke,Kate Burton,English,USA,Drama,sherrybaby,Laurie Collyer Brad William Henke Kate Burton Drama sherrybaby
Bruce McCulloch,Martin Starr,Megan Mullally,English,USA,Comedy Crime,stealing harvard,Bruce McCulloch Martin Starr Megan Mullally Comedy Crime stealing harvard
Aaron Hann,Jordi Vilasuso,Michael McLafferty,English,USA,Drama Horror Mystery Sci-Fi Thriller,circle,Aaron Hann Jordi Vilasuso Michael McLafferty Drama Horror Mystery Sci-Fi Thriller circle
James Watkins,Michael Fassbender,Jack O'Connell,English,UK,Horror Thriller,eden lake,James Watkins Michael Fassbender Jack O'Connell Horror Thriller eden lake
Catherine Hardwicke,Frances Fisher,James Kyson,English,USA,Thriller,plush,Catherine Hardwicke Frances Fisher James Kyson Thriller plush
Phil Claydon,MyAnna Buring,James Corden,English,UK,Action Comedy Fantasy Horror,vampire killers,Phil Claydon MyAnna Buring James Corden Action Comedy Fantasy Horror vampire killers
Ralph Ziman,Rapulana Seiphemo,Kenneth Nkosi,English,South Africa,Action Crime Drama,gangster's paradise: jerusalema,Ralph Ziman Rapulana Seiphemo Kenneth Nkosi Action Crime Drama gangster's paradise: jerusalema
John Simpson,Colin Salmon,Lee Evans,English,UK,Crime Drama Thriller,freeze frame,John Simpson Colin Salmon Lee Evans Crime Drama Thriller freeze frame
Colin Minihan,Mackenzie Gray,Sean Rogerson,English,Canada,Horror,grave encounters,Colin Minihan Mackenzie Gray Sean Rogerson Horror grave encounters
Conor McMahon,Peter McQuinn,Tommy Knight,English,Ireland,Comedy Horror,stitches,Conor McMahon Peter McQuinn Tommy Knight Comedy Horror stitches
Chris Shadley,Daniel Baldwin,William Lee Scott,English,USA,Crime Drama Horror Mystery Thriller,nine dead,Chris Shadley Daniel Baldwin William Lee Scott Crime Drama Horror Mystery Thriller nine dead
Simon Napier-Bell,Alice Cooper,Tim Rice,English,UK,Documentary,"to be frank, sinatra at 100","Simon Napier-Bell Alice Cooper Tim Rice Documentary to be frank, sinatra at 100"
Woody Allen,Woody Allen,Charlotte Rae,English,USA,Comedy,bananas,Woody Allen Woody Allen Charlotte Rae Comedy bananas
Simon Yin,Paul Sheehan,Linus Roache,English,USA,Thriller,supercapitalist,Simon Yin Paul Sheehan Linus Roache Thriller supercapitalist
Jeff Crook,Nicholas Gonzalez,Mario Cimarro,English,USA,Action Crime Drama Thriller,rockaway,Jeff Crook Nicholas Gonzalez Mario Cimarro Action Crime Drama Thriller rockaway
unknown,Steven Weber,Tim Daly,English,USA,Comedy Drama,wings            ,unknown Steven Weber Tim Daly Comedy Drama wings            
Orson Welles,Rita Hayworth,Everett Sloane,English,USA,Crime Drama Film-Noir Mystery Thriller,the lady from shanghai,Orson Welles Rita Hayworth Everett Sloane Crime Drama Film-Noir Mystery Thriller the lady from shanghai
